rooms,area_sqm,build_year,resale_price
3,74,1987,300000
4,84,1987,310000
4,84,1986,318000
4,104,1989,335000
4,93,1985,340000
4,98,1985,350000
4,84,1986,350000
4,85,2003,355000
4,101,1997,355000
4,90,2003,360000
4,99,1985,365000
4,100,1999,368000
4,103,1992,370000
4,99,1997,370000
4,104,1983,382000
4,103,1992,390000
4,105,1992,390000
4,106,1985,395000
4,101,2000,412000
4,103,1998,415000
4,103,1990,420000
4,102,1992,425000
4,104,1985,430000
4,109,1983,450000
4,104,1992,450000
4,105,1992,451000
4,104,1992,513000
4,122,1992,525000
5,110,2003,380000
5,121,1983,400000
5,110,2003,403000
5,110,2004,405000
5,121,1998,425000
5,110,2003,435000
5,121,1986,442000
5,121,1985,442000
5,121,1999,445000
5,121,1989,448000
5,120,1998,455000
5,115,1999,456000
5,117,1997,480888
5,120,1998,490000
5,120,1998,505000
5,131,1983,520000
5,131,1983,523000
5,121,1987,535000
5,140,1984,720000
2,47,2013,220000
3,68,1985,240000
3,74,1977,245000
3,73,1979,246000
3,72,1979,273000
3,68,1983,278000
3,68,1983,278000
3,67,1983,290000
3,67,1983,298000
3,67,1982,303000
3,74,1984,308000
3,72,2013,335000
3,72,2013,375000
3,72,2013,388000
4,85,2003,325000
4,90,2003,377000
4,98,1983,380000
4,99,1981,380000
4,90,1981,385000
4,94,1983,388000
4,90,1981,406888
4,91,1984,420000
4,87,2013,460000
4,92,2013,480000
5,117,1979,425000
5,118,2013,505000
5,135,1985,513000
5,121,1982,520000
5,121,1998,580000
5,121,1998,630000
5,120,2000,678000
3,59,1975,205000
3,68,1970,215000
3,65,1976,230000
3,59,1975,232000
3,66,1974,232000
3,65,1976,235000
3,59,1975,236000
3,65,1977,237000
3,65,1977,245000
3,68,1970,245000
3,67,1972,255000
3,73,1984,255000
3,74,1976,260000
3,67,1985,261000
3,73,1988,270000
3,68,1975,270000
3,67,1985,273000
3,74,1985,283000
3,74,1976,288000
3,73,1984,290000
3,67,1985,290000
3,74,1983,313000
3,67,2012,332000
3,69,2012,360000
4,107,1996,308000
4,90,2002,310000
4,105,1989,310000
4,107,1993,313000
4,104,1989,320000
4,104,1990,320000
4,90,1998,321000
4,104,1990,325000
4,106,1993,325000
4,104,1989,327000
4,107,1984,328000
4,107,1993,328000
4,104,1988,328000
4,106,1984,335000
4,94,2003,336000
4,85,2000,340000
4,86,2002,347000
4,102,1996,348888
4,104,1984,350000
4,103,1985,350000
4,113,1989,350000
4,110,1996,350000
4,118,1984,355000
4,90,1998,358000
4,107,1996,358000
4,85,2001,360000
4,103,1985,360000
4,107,1993,360000
4,106,1984,362000
4,104,1988,362500
4,103,1984,365000
4,108,1993,372000
4,95,2001,378000
4,111,1985,380000
4,91,2000,380000
4,108,1995,380000
4,101,1997,380000
4,95,1983,385000
4,91,2001,385000
4,91,2002,388800
4,100,1998,390000
4,91,2008,390000
4,109,1995,393000
4,100,1998,395000
4,106,1995,398000
4,115,1995,400000
4,90,2000,400000
4,90,2001,403000
4,112,1995,405000
4,90,2000,405000
4,90,2000,415000
4,95,2001,415000
4,90,2000,415000
4,93,2008,415000
4,90,2000,425000
4,91,2001,430000
4,94,2001,430000
4,106,1998,476000
4,99,1998,482000
4,95,2000,520000
5,112,2003,330000
5,132,1989,348000
5,111,2001,363000
5,111,2001,368000
5,111,2002,372000
5,126,1993,380000
5,110,2002,380000
5,112,2003,383000
5,111,2002,392000
5,121,1990,395000
5,110,2008,423000
5,110,2008,423000
5,110,2002,425000
5,116,2001,425000
5,110,2001,428888
5,115,2003,429000
5,121,1989,430000
5,110,2008,438000
5,111,2008,440000
5,110,2002,440000
5,110,2008,443000
5,110,2002,445000
5,110,2008,446888
5,110,2001,450000
5,110,2002,450000
5,138,1993,455000
5,110,2008,456000
5,112,2008,465000
5,120,1998,470000
5,120,1998,470000
5,120,1998,485000
5,120,1998,485888
5,111,2000,490000
5,114,2008,492888
5,110,2001,495000
5,114,2000,500000
5,110,2002,510888
5,110,2000,525000
5,111,2000,530000
5,110,2000,540000
5,114,2000,547000
5,118,1982,575000
2,50,1970,280000
3,59,1973,225000
3,65,1974,249888
3,63,1981,268000
3,63,1981,283000
3,59,1979,300000
3,65,1974,308000
3,67,1979,330000
3,68,1979,358000
3,65,1974,360000
3,66,1980,360000
3,63,1986,365000
3,78,1972,368000
3,78,1972,370000
3,68,1979,370000
3,68,1979,375000
3,74,1984,408000
3,68,1978,420000
3,99,1972,820000
4,91,1974,360000
4,83,1986,365000
4,91,1974,365000
4,91,1974,375000
4,75,2002,418000
4,91,1974,418000
4,86,2001,462500
4,84,1987,471000
4,91,1984,496888
4,85,2004,498888
4,104,1987,500000
4,83,1987,510000
4,104,1987,522000
4,101,1999,532500
4,76,2004,585000
4,100,1998,585000
4,90,2006,618000
4,86,2005,618500
4,90,2004,620000
4,90,2004,630000
4,92,2012,692000
4,89,2012,734000
4,91,2003,760000
4,95,2011,775000
4,94,2011,785000
4,95,2011,800000
5,105,2004,600000
5,118,1982,625000
5,124,1996,668000
5,118,1984,690000
5,110,2004,705000
5,110,2006,710000
5,110,2004,740000
5,105,2004,745000
5,110,2003,773000
5,110,2006,775000
5,109,2011,931000
5,117,2011,1000000
3,65,1975,380000
3,76,1976,430000
4,88,1975,470000
4,88,1975,475000
4,88,1975,470000
5,126,1975,768000
5,123,1975,828000
5,128,1975,900000
3,66,1981,305000
4,104,1995,375000
4,105,1996,380000
4,104,1995,388000
4,104,1995,390000
4,104,1996,395000
4,112,1996,398000
4,107,1994,398000
4,109,1995,400000
4,105,1989,400000
4,104,1989,405000
4,103,1990,409000
4,104,1995,410000
4,112,1996,418000
4,105,1996,420000
4,108,1995,422000
4,111,1996,438000
4,105,1992,445000
4,104,1993,445000
4,108,1993,455000
5,121,1995,400000
5,128,1995,425000
5,128,1996,428000
5,125,1996,432000
5,122,1993,450000
5,128,1993,455000
5,122,1989,465000
5,122,1989,465000
5,121,1996,465000
5,128,1993,468000
5,127,1996,470888
5,127,1996,474000
5,123,1992,485000
5,127,1996,488000
5,127,1996,490000
5,125,1996,498000
5,126,1996,505000
5,128,1989,510000
5,125,1996,520000
5,127,1993,530000
5,128,1993,468000
3,69,2014,310000
3,69,2012,318000
3,69,2014,325000
3,69,2014,345000
3,69,2014,348000
3,69,2014,355888
3,67,2012,358000
3,69,2014,360000
3,69,2014,360000
3,69,2014,373000
4,91,2005,332000
4,90,2003,335000
4,90,2003,335000
4,91,2003,355000
4,85,2004,358000
4,90,2007,360000
4,85,2004,360000
4,91,2003,365000
4,90,2007,365000
4,90,2002,365000
4,91,2005,366000
4,94,2003,368000
4,90,2007,370000
4,95,2003,376888
4,85,2004,377000
4,90,2007,380000
4,92,2007,380888
4,91,2005,385000
4,91,2007,390000
4,92,2009,395000
4,93,2012,395000
4,94,2014,400000
4,93,2013,405080
4,93,2013,406000
4,91,2003,408000
4,93,2013,408000
4,93,2013,410000
4,93,2012,415000
4,90,2007,415000
4,92,2009,418000
4,92,2012,420000
4,93,2012,420000
4,95,2013,420000
4,95,2014,428000
4,93,2013,428888
4,94,2012,430000
4,93,2012,430000
4,92,2014,435000
4,93,2012,435000
4,93,2013,438888
4,93,2013,439000
4,92,2012,440000
4,95,2013,440000
4,95,2014,445000
4,93,2012,447500
4,93,2012,450000
4,93,2013,450000
4,93,2013,450000
4,92,2014,450000
4,93,2012,450000
4,92,2012,455000
4,93,2010,460000
4,93,2013,460000
4,93,2013,465000
4,96,2013,468000
4,92,2014,470888
4,93,2014,472000
4,93,2013,472500
4,96,2013,478000
4,96,2012,480000
4,93,2013,485000
4,95,2013,488888
4,93,2011,490000
4,93,2012,490000
4,93,2013,495000
4,93,2013,495000
4,92,2012,495000
4,93,2011,498000
4,96,2013,508000
4,93,2011,510000
4,95,2013,515000
4,95,2012,518888
4,93,2013,525000
4,97,2013,528888
4,93,2013,538888
4,97,2014,565000
4,96,2013,468000
5,110,2003,380000
5,110,2002,380000
5,110,2003,386000
5,110,2003,390000
5,112,2003,390000
5,110,2003,391500
5,110,2003,396000
5,109,2002,400000
5,112,2003,410000
5,110,2004,415000
5,110,2003,416000
5,110,2004,416000
5,110,2003,418000
5,109,2002,419888
5,110,2003,420000
5,110,2002,422000
5,110,2003,425000
5,110,2005,425000
5,110,2003,425888
5,111,2003,428000
5,114,2004,430000
5,110,2003,430000
5,110,2004,435000
5,110,2004,438000
5,110,2003,445000
5,110,2003,452000
5,110,2005,455000
5,110,2003,457000
5,110,2004,475000
5,110,2003,478000
5,113,2013,518000
5,111,2013,545000
5,120,2013,575000
5,113,2013,585000
5,113,2013,588000
5,116,2013,610000
5,116,2013,615000
5,115,2013,630000
5,118,2013,632000
5,117,2013,638000
5,116,2014,670000
3,59,1970,240000
3,60,1970,268000
3,60,1970,280000
3,58,1967,283000
3,58,1967,285000
3,60,1970,290000
3,60,1967,310000
3,60,1969,310000
3,69,1969,315000
3,65,1975,320000
3,58,1967,330000
3,66,1970,339000
3,65,1974,340000
3,65,1977,348000
3,76,1973,350000
3,72,1970,380000
3,65,1976,385000
3,73,1975,400000
3,65,1975,410000
3,65,1974,410000
3,65,1975,415000
3,65,1975,460000
3,73,1975,500000
3,67,2013,525000
3,67,2012,570000
3,63,2015,588000
4,86,1974,582000
4,85,2002,600000
4,88,1975,638000
4,95,2012,655000
4,92,2012,655000
4,92,2013,676000
4,90,2006,709000
4,92,2013,715000
4,104,1996,720000
4,88,2012,720000
4,106,1997,728000
4,88,2012,730000
4,90,2011,745000
4,96,2015,780000
4,104,1996,784000
4,98,2011,802000
4,98,2011,805000
5,130,1976,730000
5,117,1975,735000
5,111,2003,765000
5,112,2003,770000
5,117,1978,780000
5,122,1995,780000
5,114,1975,800000
5,117,1975,825000
5,147,1975,888000
5,113,2013,960000
2,40,2011,235000
4,91,2000,295000
4,90,2000,295000
4,85,2003,308000
4,86,2003,320000
4,90,2004,320000
4,100,1999,320000
4,90,2004,324000
4,91,2006,335000
4,100,1999,337000
4,101,1999,345000
4,100,1999,350000
4,100,1999,355000
4,90,2002,358000
4,94,2010,368000
4,100,1999,375000
4,90,2001,380000
4,102,2001,386000
4,93,2001,412000
5,110,2001,360000
5,111,2001,370000
5,111,2004,380000
5,118,2001,385000
5,120,1999,388000
5,110,2004,395000
5,110,2006,405000
5,110,2001,410000
5,110,2004,410000
5,110,2001,418000
5,113,2006,425000
5,120,1999,435000
5,110,2002,448888
5,110,2001,455000
5,110,2001,465000
5,110,2002,478000
2,44,2007,242000
2,47,2012,265000
2,47,2012,273000
3,69,2012,328000
3,69,2011,328000
3,67,2012,330000
3,67,2013,340000
3,67,2013,340000
3,67,2012,360000
4,89,2002,316500
4,90,2001,325000
4,90,2002,328000
4,85,2001,330000
4,90,2001,338000
4,85,2003,338000
4,91,2001,340000
4,94,2001,345000
4,95,2000,345000
4,90,2002,350000
4,91,2001,350000
4,90,2002,355000
4,90,2001,360000
4,94,2001,360000
4,91,2001,360000
4,101,1999,363000
4,101,1999,365000
4,90,2000,370000
4,90,2004,373000
4,91,2005,374000
4,101,1999,375000
4,94,2001,380000
4,93,2004,380000
4,90,2001,385000
4,103,1998,385000
4,101,2001,390000
4,90,2002,390000
4,92,2003,390888
4,93,2013,395000
4,94,2013,400000
4,96,2010,401000
4,94,2011,408000
4,96,2010,410000
4,92,2005,413000
4,94,2013,415000
4,96,2010,415000
4,96,2010,415000
4,96,2010,418000
4,93,2013,420000
4,102,1999,420000
4,93,2012,420000
4,94,2011,422000
4,96,2010,425000
4,94,2012,425000
4,94,2012,426000
4,93,2013,427000
4,95,2012,428000
4,95,2004,430000
4,95,2012,432000
4,97,2013,432888
4,95,2012,435000
4,95,2012,435000
4,93,2013,438000
4,95,2012,438000
4,96,2012,438000
4,94,2013,438000
4,96,2012,440000
4,96,2012,448000
4,98,2012,450000
4,95,2012,450000
4,100,2012,455000
4,90,2006,475000
4,92,2009,483000
4,93,2010,500000
4,93,2010,520000
4,90,2009,525888
4,90,2009,528000
5,110,2003,370000
5,110,2002,378000
5,122,1999,378000
5,110,2001,383000
5,110,2003,390000
5,110,2002,395000
5,110,2001,395000
5,110,2000,400000
5,110,2005,408000
5,115,2000,408000
5,110,2002,410000
5,111,2004,410000
5,120,1999,410000
5,120,1999,410000
5,110,2002,415000
5,110,2001,420000
5,111,2003,420000
5,115,2000,423888
5,114,2004,428000
5,122,1999,430000
5,110,2003,438000
5,110,2005,440000
5,110,2004,442000
5,114,2001,450000
5,115,2000,450000
5,122,1999,458000
5,110,2000,462000
5,110,2001,468500
5,110,2003,470000
5,111,2003,475000
5,116,2000,478000
5,110,2003,485000
5,110,2001,490000
5,110,2001,535000
5,111,2006,538000
5,115,2012,540000
5,110,2006,545000
5,111,2006,550000
5,115,2012,553000
5,113,2013,570000
5,110,2001,468500
3,64,1978,268000
3,60,1985,268000
3,71,1985,290000
3,67,1985,320000
3,79,1986,320000
3,64,1985,372000
3,64,1985,395000
4,83,1987,338000
4,91,1985,340000
4,100,1998,370000
4,101,1997,372000
4,103,1992,395000
4,106,1992,400000
4,103,1987,405000
4,84,1985,424500
4,100,1997,425000
4,90,1985,440000
4,84,1985,445000
4,84,1985,470000
4,84,1986,475000
4,91,1985,480000
4,84,1985,500000
4,88,1985,508000
4,84,1985,510000
4,96,1984,518000
4,94,1989,520000
4,104,1986,545000
4,113,1989,616000
4,105,1989,625000
4,104,1989,633000
4,113,1989,670000
4,84,1985,470000
5,121,1997,446000
5,122,1992,485000
5,122,1992,500000
5,120,1997,510000
5,120,1997,520000
5,125,1992,530000
5,120,1997,592000
5,121,1989,740000
5,115,1999,760000
3,68,1984,280000
3,60,1983,285000
3,60,1985,295000
3,69,1985,300000
3,64,1986,300000
3,67,1987,305000
3,69,1985,306500
3,75,1985,310000
3,74,1987,315000
3,73,1984,318000
3,74,1988,320000
3,74,1988,320000
3,73,1984,320000
3,67,1985,320000
3,69,1985,320000
3,75,1985,330000
3,73,1985,333000
3,69,1985,335000
3,75,1983,340000
3,82,1984,348000
3,74,1986,355000
3,84,1984,358000
3,73,1984,360000
4,108,1996,391000
4,105,1985,400000
4,84,1988,403000
4,108,1995,405000
4,104,1997,405000
4,84,1988,410000
4,107,1993,410000
4,105,1989,410000
4,104,1984,410000
4,103,1988,420000
4,113,1989,420000
4,99,1997,422000
4,104,1984,428000
4,103,1985,429000
4,107,1994,430000
4,105,1989,431000
4,103,1993,435000
4,105,1984,439888
4,107,1984,440000
4,103,1984,440000
4,109,1996,442000
4,104,1988,442000
4,107,1987,450000
4,105,1984,457500
4,107,1984,465000
4,104,1987,470000
4,107,1995,470000
4,104,1988,488000
4,105,1985,488000
4,115,1984,490000
4,104,1984,490000
4,106,1984,492000
4,107,1985,494000
4,105,1997,505000
4,108,1984,525000
4,94,2011,613000
4,104,1987,470000
4,107,1995,470000
5,123,1993,440000
5,122,1986,450000
5,124,1995,465000
5,133,1985,475000
5,119,1997,505000
5,119,1997,510000
5,141,1993,528000
5,127,1993,528000
5,123,1997,535000
5,122,1989,538888
5,124,1997,540000
5,122,1988,560000
5,128,1988,566000
5,123,1988,585000
5,127,1988,595000
5,107,2011,650000
5,113,2008,690000
5,108,2008,690000
5,110,2011,715000
5,109,2008,725000
5,108,2008,735000
5,113,2008,737000
2,42,1967,202000
2,50,1983,235000
3,66,1970,235000
3,57,1968,245000
3,67,1971,250000
3,57,1968,250000
3,66,1973,255000
3,65,1976,258000
3,65,1973,260000
3,66,1970,267000
3,77,1971,300000
3,65,1976,305000
3,77,1972,308000
3,78,1970,315000
3,67,1970,325000
3,77,1971,325000
3,65,1982,330000
3,77,1970,338000
3,68,1972,345000
3,74,1984,406000
3,74,1984,420000
3,74,1984,435000
3,70,2012,565000
3,70,2012,615000
4,82,1976,332000
4,82,1976,342000
4,103,1988,500000
4,104,1995,570000
4,90,2002,628000
4,92,2009,630000
4,76,2009,632088
4,101,1999,700000
4,92,2009,700000
4,91,2009,700000
4,101,1999,712000
4,91,2012,748000
4,91,2012,780000
4,91,2012,813800
4,91,2012,815000
5,136,1995,615000
5,135,1995,625000
5,124,1993,638000
5,120,1998,670000
5,120,1998,685000
5,120,1998,690000
5,124,1999,878888
5,113,2012,880000
5,111,2009,880000
5,117,2012,910000
5,114,2012,920000
5,110,2009,920000
5,122,1997,935000
5,117,2012,940000
5,117,2012,940000
5,114,2012,945000
5,110,2009,950888
5,117,2012,959888
3,65,1974,235000
3,68,1981,250000
3,82,1977,250000
3,68,1985,265000
3,68,1985,270000
3,69,1995,273000
3,73,1985,278000
3,73,1993,296000
3,82,1986,300000
4,90,1974,280000
4,90,2002,288000
4,83,1990,295000
4,92,1980,296000
4,100,1997,300000
4,90,1998,305000
4,91,1997,307000
4,92,1998,308000
4,83,1985,310000
4,88,1976,310000
4,97,1977,310000
4,84,1996,310000
4,111,1996,310000
4,90,2004,312000
4,103,1998,317000
4,105,1999,320000
4,102,1998,320000
4,103,1998,320000
4,103,1997,320000
4,91,1985,320000
4,102,1997,322000
4,84,1993,323000
4,103,1998,325000
4,105,1999,325000
4,101,1997,326000
4,91,1987,327000
4,91,1997,330000
4,90,2004,335000
4,101,1997,335888
4,99,1997,337000
4,103,1997,340000
4,102,1998,340000
4,95,1999,340000
4,90,2004,340000
4,101,1997,343000
4,91,2000,345000
4,93,1997,345000
4,104,2000,348000
4,100,1998,348000
4,101,1997,350000
4,101,1998,350000
4,100,1996,350000
4,106,1995,350000
4,86,2000,351000
4,100,1998,355000
4,90,2001,356000
4,102,1999,357000
4,101,1997,358000
4,105,1999,363000
4,99,1997,365000
4,99,1997,365000
4,100,1999,366000
4,100,1997,368000
4,94,2003,368000
4,90,2004,368000
4,100,1997,368888
4,102,2000,378000
4,92,2013,380000
4,94,2003,385000
4,92,2013,390000
4,107,1999,395000
4,92,2013,400000
4,101,1998,400000
4,105,1996,405000
4,108,1996,415000
5,110,2004,365000
5,128,1996,370000
5,115,2003,370000
5,110,2004,375000
5,110,2004,375000
5,123,1997,378000
5,122,1997,380000
5,118,1977,385000
5,120,1999,388888
5,120,1997,390000
5,120,2000,390000
5,120,2000,395000
5,122,1997,395000
5,122,1997,396000
5,122,1998,399000
5,119,1997,400000
5,123,1997,402000
5,120,2000,402000
5,111,2003,403000
5,111,2001,405000
5,120,1997,410000
5,119,2000,418000
5,110,2004,418000
5,123,2000,420000
5,122,1998,426800
5,126,1996,427000
5,121,1999,428000
5,111,2004,430000
5,137,1994,430000
5,129,1996,430000
5,112,2013,435000
5,122,1998,438000
5,136,1996,440000
5,126,2000,445000
5,123,1998,450000
5,114,2003,450000
5,122,1995,450000
5,112,2013,455000
5,121,2000,455000
5,137,1993,458000
5,120,1997,460000
5,123,1996,460000
5,127,1996,469000
5,123,1999,479000
5,123,1996,516000
5,127,1996,469000
2,48,2013,240000
3,77,1983,240000
3,67,1985,251000
3,64,1987,257000
3,68,1984,258000
3,72,1985,260000
3,68,1984,260000
3,64,1985,260000
3,68,1984,260000
3,74,1985,260000
3,68,1985,263888
3,74,1989,268000
3,66,1985,270000
3,67,1985,273800
3,71,1985,278000
3,74,1988,280000
3,73,1985,281000
3,74,1986,285000
3,67,1985,285000
3,74,1988,288000
3,73,1988,290000
3,67,1985,295000
3,67,2013,295000
3,67,1985,299000
3,82,1985,300000
3,67,1985,306000
3,67,2013,308000
3,74,1987,313000
3,73,1987,325000
4,84,1988,290000
4,84,1988,295000
4,84,1988,298000
4,84,1987,300000
4,84,1985,305000
4,84,1985,305000
4,84,1988,310000
4,84,1986,310000
4,84,1987,310000
4,105,1985,315000
4,84,1987,325000
4,84,1987,326000
4,105,1989,328000
4,84,1988,335000
4,103,1987,335000
4,84,1985,335000
4,84,1987,335888
4,104,1988,340000
4,104,1987,340000
4,104,1988,342000
4,104,1985,345000
4,104,1987,345000
4,98,1985,348000
4,96,1985,350000
4,104,1988,355000
4,105,1992,355000
4,93,2013,358000
4,84,1985,359000
4,104,1988,364000
4,93,2013,368000
4,91,1992,368000
4,93,2013,368000
4,105,1985,368888
4,93,1985,368888
4,84,1987,370000
4,93,1985,370000
4,84,1988,370000
4,93,2013,372000
4,93,2013,375000
4,91,1992,380000
4,93,2013,382000
4,93,1985,389000
4,92,2012,390000
4,105,1988,392000
4,93,2013,395000
4,93,2013,395000
4,91,2000,398888
4,92,2012,405888
4,103,1987,410000
4,92,2012,412000
4,91,1984,422000
4,97,2012,425000
4,103,1986,425000
4,91,1985,425000
4,104,1993,430000
4,97,2012,435000
4,103,1987,443888
4,104,1993,450000
5,122,1993,408000
5,122,1988,450000
5,111,2000,465000
5,127,1988,470000
5,122,1987,470000
5,111,2000,470000
5,121,1985,472000
5,121,1985,488000
5,121,1987,510000
5,127,1988,548000
3,67,1979,248000
3,68,1979,260000
3,68,1979,262000
3,67,1977,265000
3,67,1980,265000
3,67,1979,270000
3,67,1980,270000
3,67,1980,270000
3,68,1981,275000
3,68,1981,275000
3,68,1981,276500
3,67,1978,280000
3,68,1980,280000
3,69,1986,280000
3,67,1979,282000
3,68,1980,284888
3,67,1978,285000
3,68,1981,285888
3,67,1978,287000
3,67,1979,288000
3,67,1977,288000
3,67,1979,290000
3,67,1978,295000
3,68,1980,295000
3,67,1979,297500
3,68,1981,300000
3,67,1979,300000
3,82,1980,300000
3,73,1978,315000
3,68,1980,315000
3,67,1979,315000
3,67,1978,315000
3,75,1980,315000
3,74,1978,316000
3,68,1980,320000
3,74,1979,325000
3,67,1979,328000
3,75,1980,338000
3,82,1980,340000
3,67,1979,340000
3,82,1981,340000
3,67,1984,343000
3,82,1980,351000
3,74,1979,370000
3,82,1978,372000
3,88,1977,372000
3,73,1979,375000
3,88,1979,388000
3,81,1980,390000
3,73,1978,398000
3,88,1978,398000
3,70,2012,445000
4,82,1976,380000
4,91,1981,400000
4,93,1981,400000
4,92,1981,420000
4,92,1978,420000
4,90,1978,430000
4,92,1979,442000
4,91,1979,468000
4,98,1979,479000
4,92,1978,480000
4,92,1979,480000
4,98,1978,550000
4,90,2011,670000
4,91,2002,675888
4,91,2011,770000
4,91,1979,468000
5,123,1979,530000
5,132,1993,580000
5,121,1980,585000
5,121,1980,590000
5,123,1980,593500
5,121,1981,600000
5,120,1980,605000
5,120,1980,630000
5,110,2002,660000
5,112,2011,755000
5,117,2011,842000
3,59,1978,240000
3,59,1978,246000
3,59,1978,254000
3,67,1984,270000
3,67,1977,270000
3,60,1986,275000
3,64,1987,277000
3,67,1980,280000
3,65,1974,280000
3,68,1982,285000
3,68,1979,294000
3,67,1984,295000
3,68,1980,295000
3,68,1985,297000
3,68,1980,298000
3,68,1979,300000
3,67,1982,300000
3,68,1981,300000
3,79,1984,300000
3,65,1977,300000
3,68,1979,305000
3,67,1978,310000
3,76,1984,310000
3,60,1985,310000
3,68,1980,320000
3,73,1978,320000
3,73,1976,320000
3,65,1974,320000
3,73,1978,320000
3,82,1978,323000
3,68,1979,328000
3,67,1978,328000
3,73,1979,330000
3,67,1978,333800
3,66,1983,335000
3,82,1980,335888
3,67,1979,338000
3,68,1979,340000
3,68,1979,363000
3,82,1985,368000
3,82,1980,370000
3,82,1978,378888
3,82,1980,388888
3,82,1978,399000
3,69,2010,510000
4,93,1985,340000
4,103,1987,360000
4,92,1979,368000
4,84,1986,370000
4,84,1986,371000
4,82,1976,378000
4,91,1980,380000
4,84,1987,380000
4,84,1977,380000
4,84,1977,385000
4,84,1977,390000
4,92,1978,395000
4,102,1981,405000
4,92,1980,410000
4,94,1979,415000
4,92,1979,415000
4,104,1986,418000
4,103,1985,423000
4,92,1978,425000
4,91,1978,428000
4,98,1978,430000
4,104,1984,439000
4,105,2000,450000
4,92,1978,455000
4,90,2001,485000
4,105,2000,488000
4,105,2000,493000
4,85,2006,528000
4,107,2000,538000
4,107,2000,543000
4,85,2006,545000
4,92,2005,572000
4,92,2005,597000
4,97,2010,695000
4,104,1989,725000
5,121,1985,423000
5,121,1981,440000
5,122,1986,450000
5,121,1981,490000
5,121,1985,500000
5,122,1986,500000
5,121,1981,521000
5,117,1978,530000
5,133,1983,547000
5,125,1978,590000
5,122,1993,615000
5,115,2000,630000
5,122,1989,780000
5,125,1989,810000
3,68,1973,260000
3,68,1973,290000
3,65,1973,300000
3,64,1986,315000
3,64,1988,355000
3,64,1988,415000
4,84,1986,450000
4,84,1988,450000
4,84,1987,455000
4,83,1987,478000
4,84,1986,520000
4,83,1987,535000
4,104,1992,535000
4,84,1986,550000
4,84,1986,550000
4,105,1992,558000
4,84,1988,560000
4,110,1992,560000
4,103,1992,600000
4,103,1992,602000
4,104,1986,603000
4,114,1990,618000
4,103,1989,640000
4,116,1992,685000
4,103,1998,766666
4,95,2011,800000
5,121,1987,620000
5,121,1987,625000
5,121,1987,628800
5,120,1989,640000
5,121,1987,740000
5,121,1987,750000
5,133,1992,755000
5,121,1998,805000
5,120,1987,815000
5,121,1987,820000
5,139,1992,820000
5,123,1998,825000
5,120,1987,828000
5,120,2011,855000
5,120,2011,985000
3,68,1988,236888
3,64,1987,250000
3,68,1988,250000
3,73,1986,254000
3,64,1986,255000
3,73,1986,258000
3,73,1986,260000
3,73,1985,265000
3,73,1985,265000
3,73,1984,265000
3,64,1987,268000
3,69,1985,268000
3,68,1985,268000
3,68,1984,268000
3,67,1985,272000
3,74,1984,273000
3,73,1985,275000
3,68,1985,276000
3,73,1987,276000
3,68,1988,278000
3,67,1984,280000
3,64,1986,280000
3,73,1984,284000
3,73,1985,285000
3,73,1987,290000
3,73,1983,295000
3,82,1984,300000
4,83,1986,318500
4,84,1986,325000
4,98,1985,326000
4,93,1985,330000
4,84,1987,345000
4,104,1985,345000
4,93,1986,345000
4,94,1987,360000
4,93,1985,368000
4,93,1985,370000
4,91,1985,375000
4,96,1985,385000
4,91,1985,390000
4,92,1998,390000
4,107,1987,390000
4,110,1984,392000
4,96,1986,395000
4,92,1998,395000
4,101,1998,405000
4,92,2004,405000
4,104,1984,415118
4,104,1984,416000
4,104,1998,420000
4,92,2004,420000
4,102,1998,430000
4,92,2004,460000
4,104,1985,463000
4,92,2005,463888
4,90,2003,545000
5,122,1986,459000
5,118,1997,520000
5,139,1985,530000
5,132,1985,540000
5,118,2004,545000
5,118,1997,555000
5,129,1995,570000
5,132,1985,605000
2,44,1978,210000
3,59,1975,260000
3,59,1976,280000
3,67,1979,288000
3,59,1975,305000
3,65,1975,315000
3,59,1973,330000
3,65,1976,330000
3,67,1978,330000
3,75,1984,351000
3,67,1976,352000
3,74,1984,358000
3,67,1978,368000
3,76,1976,385000
3,76,1973,395800
3,88,1978,443000
3,76,1982,450000
3,84,1980,490000
3,60,2008,508000
3,69,2013,540000
3,60,2009,545000
3,62,2013,550000
3,67,2013,555000
3,68,2013,575000
3,68,2013,578800
3,67,2013,579000
3,69,2013,580000
3,88,1973,580000
3,62,2013,590000
3,88,1973,595000
3,69,2013,598000
3,75,1973,610000
3,88,1973,668000
4,91,1976,485000
4,93,1982,490000
4,103,1984,508000
4,93,1983,525000
4,100,2000,533000
4,99,1997,550000
4,85,2009,550000
4,91,1983,555000
4,100,2000,555000
4,100,2000,560000
4,100,2000,580000
4,100,2002,580000
4,85,2003,650000
4,109,1996,668000
4,88,2013,690000
4,90,2003,696000
4,85,2003,700000
4,101,2001,720000
4,93,2013,732000
4,90,2009,738000
4,100,2005,738800
4,89,2013,740000
4,93,2013,765000
4,93,2013,770888
4,94,2013,785000
4,93,2013,788000
4,94,2013,830000
4,95,2013,833000
4,89,2013,835000
5,117,1977,580000
5,117,1981,673000
5,123,1999,678000
5,117,1975,690000
5,119,1979,700000
5,121,1979,700888
5,115,2000,715000
5,119,1976,720000
5,123,1996,738000
5,132,1985,745000
5,126,1995,768000
5,121,1979,780000
5,110,2002,810000
5,122,1985,815000
5,110,2002,842000
5,110,2008,888000
5,115,2005,888000
